route_id,origin,destination,distance_nm,transit_days,transshipments,route_type,base_freight_usd
R1458,Chennai,Singapore,1620,14,0,Direct,830
R1459,Hamburg,Tokyo,11220,40,2,Alternative,3130
R1460,Los Angeles,Rotterdam,7820,31,2,Alternative,2130
R1461,Rotterdam,Chennai,8671,34,1,Recommended,1541
R1462,Sydney,Tokyo,4881,23,0,Direct,1551
R1463,Los Angeles,Sydney,6521,28,0,Direct,2241
R1464,New York,Hamburg,3521,20,0,Direct,1341
R1465,Shanghai,Dubai,5121,25,1,Recommended,1741
R1466,Los Angeles,Singapore,7621,29,0,Direct,2441
R1467,Sydney,Shanghai,4321,22,1,Recommended,1541
R1468,Singapore,Chennai,1621,15,0,Direct,841
R1469,Tokyo,Hamburg,11221,41,2,Alternative,3141
R1470,Rotterdam,Los Angeles,7821,32,2,Alternative,2141
R1471,Chennai,New York,7522,29,1,Standard,1932
R1472,New York,Singapore,8322,32,1,Standard,2332
R1473,Dubai,Tokyo,4322,22,0,Direct,1532
R1474,Tokyo,Dubai,4323,23,1,Recommended,1633
R1475,Sydney,Chennai,4923,24,1,Recommended,1683
R1476,Chennai,Sydney,4924,25,2,Alternative,1634
R1477,Hamburg,Los Angeles,8224,31,1,Standard,2234
R1478,Los Angeles,Hamburg,8225,32,2,Alternative,2185
R1479,Singapore,Dubai,3225,18,0,Direct,1335
R1480,Dubai,Singapore,3226,19,1,Recommended,1386
R1481,Shanghai,Tokyo,1126,13,0,Direct,736
R1482,Tokyo,Shanghai,1127,14,1,Recommended,787
R1483,Rotterdam,Sydney,11527,42,1,Standard,2937
R1484,Sydney,Rotterdam,11528,43,2,Alternative,2876
R1485,New York,Tokyo,8528,33,1,Standard,2328
R1486,Tokyo,New York,8529,34,2,Alternative,2479
R1487,Shanghai,Chennai,2829,17,0,Direct,1079
R1488,Chennai,Shanghai,2830,18,1,Recommended,1130
R1489,Rotterdam,New York,3430,18,0,Direct,1280
R1490,New York,Rotterdam,3431,19,1,Recommended,1331
R1491,Dubai,Sydney,6531,26,0,Direct,2331
R1492,Sydney,Dubai,6532,27,0,Direct,2382
R1493,Shanghai,New York,8632,33,1,Standard,2432
R1494,New York,Shanghai,8633,34,2,Alternative,2583
R1495,Chennai,Los Angeles,8233,31,1,Standard,2133
R1496,Los Angeles,Chennai,8234,32,1,Standard,2184
R1497,Rotterdam,Singapore,8234,31,1,Standard,2184
R1498,Singapore,Rotterdam,8235,32,2,Standard,2235
R1499,Tokyo,Los Angeles,4835,20,0,Direct,1835
R1500,Los Angeles,Tokyo,4836,21,0,Direct,1786
R1501,Chennai,Rotterdam,8672,25,1,Recommended,1532
R1502,Tokyo,Sydney,4882,14,0,Direct,1542
R1503,Sydney,Los Angeles,6522,19,0,Direct,2242
R1504,Hamburg,New York,3522,11,0,Direct,1342
R1505,Dubai,Shanghai,5122,16,1,Recommended,1742
R1506,Singapore,Los Angeles,7622,20,0,Direct,2442
R1507,Shanghai,Sydney,4322,13,1,Recommended,1542
R1508,Chennai,Singapore,1622,6,0,Direct,842
R1509,Hamburg,Tokyo,11222,32,2,Alternative,3142
R1510,Los Angeles,Rotterdam,7822,23,2,Alternative,2142
R1511,Rotterdam,Chennai,8673,26,1,Recommended,1543
R1512,Sydney,Tokyo,4883,15,0,Direct,1553
R1513,Los Angeles,Sydney,6523,20,0,Direct,2253
R1514,New York,Hamburg,3523,12,0,Direct,1353
R1515,Shanghai,Dubai,5123,17,1,Recommended,1753
R1516,Los Angeles,Singapore,7623,21,0,Direct,2453
R1517,Sydney,Shanghai,4323,14,1,Recommended,1553
R1518,Singapore,Chennai,1623,7,0,Direct,853
R1519,Tokyo,Hamburg,11223,33,2,Alternative,3153
R1520,Rotterdam,Los Angeles,7823,24,2,Alternative,2153
R1521,Chennai,New York,7524,21,1,Standard,1944
R1522,New York,Singapore,8324,24,1,Standard,2344
R1523,Dubai,Tokyo,4324,14,0,Direct,1544
R1524,Tokyo,Dubai,4325,15,1,Recommended,1645
R1525,Sydney,Chennai,4925,16,1,Recommended,1695
R1526,Chennai,Sydney,4926,17,2,Alternative,1646
R1527,Hamburg,Los Angeles,8226,23,1,Standard,2246
R1528,Los Angeles,Hamburg,8227,24,2,Alternative,2197
R1529,Singapore,Dubai,3227,10,0,Direct,1347
R1530,Dubai,Singapore,3228,11,1,Recommended,1398
R1531,Shanghai,Tokyo,1128,5,0,Direct,748
R1532,Tokyo,Shanghai,1129,6,1,Recommended,799
R1533,Rotterdam,Sydney,11529,34,1,Standard,2949
R1534,Sydney,Rotterdam,11530,35,2,Alternative,2890
R1535,New York,Tokyo,8530,25,1,Standard,2340
R1536,Tokyo,New York,8531,26,2,Alternative,2491
R1537,Shanghai,Chennai,2831,9,0,Direct,1091
R1538,Chennai,Shanghai,2832,10,1,Recommended,1142
R1539,Rotterdam,New York,3432,10,0,Direct,1292
R1540,New York,Rotterdam,3433,11,1,Recommended,1343
R1541,Dubai,Sydney,6533,18,0,Direct,2343
R1542,Sydney,Dubai,6534,19,0,Direct,2394
R1543,Shanghai,New York,8634,25,1,Standard,2444
R1544,New York,Shanghai,8635,26,2,Alternative,2595
R1545,Chennai,Los Angeles,8235,23,1,Standard,2145
R1546,Los Angeles,Chennai,8236,24,1,Standard,2196
R1547,Rotterdam,Singapore,8236,23,1,Standard,2196
R1548,Singapore,Rotterdam,8237,24,2,Standard,2247
R1549,Tokyo,Los Angeles,4837,12,0,Direct,1847
R1550,Los Angeles,Tokyo,4838,13,0,Direct,1798
R1551,Chennai,Rotterdam,8674,26,1,Recommended,1544
R1552,Tokyo,Sydney,4884,15,0,Direct,1554
R1553,Sydney,Los Angeles,6524,20,0,Direct,2244
R1554,Hamburg,New York,3524,12,0,Direct,1344
R1555,Dubai,Shanghai,5124,17,1,Recommended,1744
R1556,Singapore,Los Angeles,7624,21,0,Direct,2444
R1557,Shanghai,Sydney,4324,14,1,Recommended,1544
R1558,Chennai,Singapore,1624,7,0,Direct,844
R1559,Hamburg,Tokyo,11224,33,2,Alternative,3144
R1560,Los Angeles,Rotterdam,7824,24,2,Alternative,2144
R1561,Rotterdam,Chennai,8675,27,1,Recommended,1555
R1562,Sydney,Tokyo,4885,16,0,Direct,1565
R1563,Los Angeles,Sydney,6525,21,0,Direct,2255
R1564,New York,Hamburg,3525,13,0,Direct,1355
R1565,Shanghai,Dubai,5125,18,1,Recommended,1755
R1566,Los Angeles,Singapore,7625,22,0,Direct,2455
R1567,Sydney,Shanghai,4325,15,1,Recommended,1555
R1568,Singapore,Chennai,1625,8,0,Direct,855
R1569,Tokyo,Hamburg,11225,34,2,Alternative,3155
R1570,Rotterdam,Los Angeles,7825,25,2,Alternative,2155
R1571,Chennai,New York,7526,22,1,Standard,1946
R1572,New York,Singapore,8326,25,1,Standard,2346
R1573,Dubai,Tokyo,4326,15,0,Direct,1546
R1574,Tokyo,Dubai,4327,16,1,Recommended,1647
R1575,Sydney,Chennai,4927,17,1,Recommended,1697
R1576,Chennai,Sydney,4928,18,2,Alternative,1648
R1577,Hamburg,Los Angeles,8228,24,1,Standard,2248
R1578,Los Angeles,Hamburg,8229,25,2,Alternative,2199
R1579,Singapore,Dubai,3229,11,0,Direct,1349
R1580,Dubai,Singapore,3230,12,1,Recommended,1400
R1581,Shanghai,Tokyo,1130,6,0,Direct,750
R1582,Tokyo,Shanghai,1131,7,1,Recommended,801
R1583,Rotterdam,Sydney,11531,35,1,Standard,2951
R1584,Sydney,Rotterdam,11532,36,2,Alternative,2892
R1585,New York,Tokyo,8532,26,1,Standard,2342
R1586,Tokyo,New York,8533,27,2,Alternative,2493
R1587,Shanghai,Chennai,2833,10,0,Direct,1093
R1588,Chennai,Shanghai,2834,11,1,Recommended,1144
R1589,Rotterdam,New York,3434,11,0,Direct,1294
R1590,New York,Rotterdam,3435,12,1,Recommended,1345
R1591,Dubai,Sydney,6535,19,0,Direct,2345
R1592,Sydney,Dubai,6536,20,0,Direct,2396
R1593,Shanghai,New York,8636,26,1,Standard,2446
R1594,New York,Shanghai,8637,27,2,Alternative,2597
R1595,Chennai,Los Angeles,8237,24,1,Standard,2147
R1596,Los Angeles,Chennai,8238,25,1,Standard,2198
R1597,Rotterdam,Singapore,8238,24,1,Standard,2198
R1598,Singapore,Rotterdam,8239,25,2,Standard,2249
R1599,Tokyo,Los Angeles,4839,13,0,Direct,1849
R1600,Los Angeles,Tokyo,4840,14,0,Direct,1800
R1601,Chennai,Rotterdam,8676,27,1,Recommended,1546
R1602,Tokyo,Sydney,4886,16,0,Direct,1556
R1603,Sydney,Los Angeles,6526,21,0,Direct,2246
R1604,Hamburg,New York,3526,13,0,Direct,1346
R1605,Dubai,Shanghai,5126,18,1,Recommended,1746
R1606,Singapore,Los Angeles,7626,22,0,Direct,2446
R1607,Shanghai,Sydney,4326,15,1,Recommended,1546
R1608,Chennai,Singapore,1626,8,0,Direct,846
R1609,Hamburg,Tokyo,11226,34,2,Alternative,3146
R1610,Los Angeles,Rotterdam,7826,25,2,Alternative,2146
R1611,Rotterdam,Chennai,8677,28,1,Recommended,1557
R1612,Sydney,Tokyo,4887,17,0,Direct,1567
R1613,Los Angeles,Sydney,6527,22,0,Direct,2257
R1614,New York,Hamburg,3527,14,0,Direct,1357
R1615,Shanghai,Dubai,5127,19,1,Recommended,1757
R1616,Los Angeles,Singapore,7627,23,0,Direct,2457
R1617,Sydney,Shanghai,4327,16,1,Recommended,1557
R1618,Singapore,Chennai,1627,9,0,Direct,857
R1619,Tokyo,Hamburg,11227,35,2,Alternative,3157
R1620,Rotterdam,Los Angeles,7827,26,2,Alternative,2157
R1621,Chennai,New York,7528,23,1,Standard,1948
R1622,New York,Singapore,8328,26,1,Standard,2348
R1623,Dubai,Tokyo,4328,16,0,Direct,1548
R1624,Tokyo,Dubai,4329,17,1,Recommended,1649
R1625,Sydney,Chennai,4929,18,1,Recommended,1699
R1626,Chennai,Sydney,4930,19,2,Alternative,1650
R1627,Hamburg,Los Angeles,8230,25,1,Standard,2250
R1628,Los Angeles,Hamburg,8231,26,2,Alternative,2201
R1629,Singapore,Dubai,3231,12,0,Direct,1351
R1630,Dubai,Singapore,3232,13,1,Recommended,1402
R1631,Shanghai,Tokyo,1132,7,0,Direct,752
R1632,Tokyo,Shanghai,1133,8,1,Recommended,803
R1633,Rotterdam,Sydney,11533,36,1,Standard,2953
R1634,Sydney,Rotterdam,11534,37,2,Alternative,2894
R1635,New York,Tokyo,8534,27,1,Standard,2344
R1636,Tokyo,New York,8535,28,2,Alternative,2495
R1637,Shanghai,Chennai,2835,11,0,Direct,1095
R1638,Chennai,Shanghai,2836,12,1,Recommended,1146
R1639,Rotterdam,New York,3436,12,0,Direct,1296
R1640,New York,Rotterdam,3437,13,1,Recommended,1347
R1641,Dubai,Sydney,6537,20,0,Direct,2347
R1642,Sydney,Dubai,6538,21,0,Direct,2398
R1643,Shanghai,New York,8638,27,1,Standard,2448
R1644,New York,Shanghai,8639,28,2,Alternative,2599
R1645,Chennai,Los Angeles,8239,25,1,Standard,2149
R1646,Los Angeles,Chennai,8240,26,1,Standard,2200
R1647,Rotterdam,Singapore,8240,25,1,Standard,2200
R1648,Singapore,Rotterdam,8241,26,2,Standard,2251
R1649,Tokyo,Los Angeles,4841,14,0,Direct,1851
R1650,Los Angeles,Tokyo,4842,15,0,Direct,1802
R1651,Chennai,Rotterdam,8678,28,1,Recommended,1548
R1652,Tokyo,Sydney,4888,17,0,Direct,1558
R1653,Sydney,Los Angeles,6528,22,0,Direct,2248
R1654,Hamburg,New York,3528,14,0,Direct,1348
R1655,Dubai,Shanghai,5128,19,1,Recommended,1748
R1656,Singapore,Los Angeles,7628,23,0,Direct,2448
R1657,Shanghai,Sydney,4328,16,1,Recommended,1548
R1658,Chennai,Singapore,1628,9,0,Direct,848
R1659,Hamburg,Tokyo,11228,35,2,Alternative,3148
R1660,Los Angeles,Rotterdam,7828,26,2,Alternative,2148
R1661,Rotterdam,Chennai,8679,29,1,Recommended,1559
R1662,Sydney,Tokyo,4889,18,0,Direct,1569
R1663,Los Angeles,Sydney,6529,23,0,Direct,2259
R1664,New York,Hamburg,3529,15,0,Direct,1359
R1665,Shanghai,Dubai,5129,20,1,Recommended,1759
R1666,Los Angeles,Singapore,7629,24,0,Direct,2459
R1667,Sydney,Shanghai,4329,17,1,Recommended,1559
R1668,Singapore,Chennai,1629,10,0,Direct,859
R1669,Tokyo,Hamburg,11229,36,2,Alternative,3159
R1670,Rotterdam,Los Angeles,7829,27,2,Alternative,2159
R1671,Chennai,New York,7530,24,1,Standard,1950
R1672,New York,Singapore,8330,27,1,Standard,2350
R1673,Dubai,Tokyo,4330,17,0,Direct,1550
R1674,Tokyo,Dubai,4331,18,1,Recommended,1651
R1675,Sydney,Chennai,4931,19,1,Recommended,1701
R1676,Chennai,Sydney,4932,20,2,Alternative,1652
R1677,Hamburg,Los Angeles,8232,26,1,Standard,2252
R1678,Los Angeles,Hamburg,8233,27,2,Alternative,2203
R1679,Singapore,Dubai,3233,13,0,Direct,1353
R1680,Dubai,Singapore,3234,14,1,Recommended,1404
R1681,Shanghai,Tokyo,1134,8,0,Direct,754
R1682,Tokyo,Shanghai,1135,9,1,Recommended,805
R1683,Rotterdam,Sydney,11535,37,1,Standard,2955
R1684,Sydney,Rotterdam,11536,38,2,Alternative,2896
R1685,New York,Tokyo,8536,28,1,Standard,2346
R1686,Tokyo,New York,8537,29,2,Alternative,2497
R1687,Shanghai,Chennai,2837,12,0,Direct,1097
R1688,Chennai,Shanghai,2838,13,1,Recommended,1148
R1689,Rotterdam,New York,3438,13,0,Direct,1298
R1690,New York,Rotterdam,3439,14,1,Recommended,1349
R1691,Dubai,Sydney,6539,21,0,Direct,2349
R1692,Sydney,Dubai,6540,22,0,Direct,2400
R1693,Shanghai,New York,8640,28,1,Standard,2450
R1694,New York,Shanghai,8641,29,2,Alternative,2601
R1695,Chennai,Los Angeles,8241,26,1,Standard,2151
R1696,Los Angeles,Chennai,8242,27,1,Standard,2202
R1697,Rotterdam,Singapore,8242,26,1,Standard,2202
R1698,Singapore,Rotterdam,8243,27,2,Standard,2253
R1699,Tokyo,Los Angeles,4843,15,0,Direct,1853
R1700,Los Angeles,Tokyo,4844,16,0,Direct,1804
R1701,Chennai,Rotterdam,8680,29,1,Recommended,1550
R1702,Tokyo,Sydney,4890,18,0,Direct,1560
R1703,Sydney,Los Angeles,6530,23,0,Direct,2250
R1704,Hamburg,New York,3530,15,0,Direct,1350
R1705,Dubai,Shanghai,5130,20,1,Recommended,1750
R1706,Singapore,Los Angeles,7630,24,0,Direct,2450
R1707,Shanghai,Sydney,4330,17,1,Recommended,1550
R1708,Chennai,Singapore,1630,10,0,Direct,850
R1709,Hamburg,Tokyo,11230,36,2,Alternative,3150
R1710,Los Angeles,Rotterdam,7830,27,2,Alternative,2150
R1711,Rotterdam,Chennai,8681,30,1,Recommended,1561
R1712,Sydney,Tokyo,4891,19,0,Direct,1571
R1713,Los Angeles,Sydney,6531,24,0,Direct,2261
R1714,New York,Hamburg,3531,16,0,Direct,1361
R1715,Shanghai,Dubai,5131,21,1,Recommended,1761
R1716,Los Angeles,Singapore,7631,25,0,Direct,2461
R1717,Sydney,Shanghai,4331,18,1,Recommended,1561
R1718,Singapore,Chennai,1631,11,0,Direct,861
R1719,Tokyo,Hamburg,11231,37,2,Alternative,3161
R1720,Rotterdam,Los Angeles,7831,28,2,Alternative,2161
R1721,Chennai,New York,7532,25,1,Standard,1952
R1722,New York,Singapore,8332,28,1,Standard,2352
R1723,Dubai,Tokyo,4332,18,0,Direct,1552
R1724,Tokyo,Dubai,4333,19,1,Recommended,1653
R1725,Sydney,Chennai,4933,20,1,Recommended,1703
R1726,Chennai,Sydney,4934,21,2,Alternative,1654
R1727,Hamburg,Los Angeles,8234,27,1,Standard,2254
R1728,Los Angeles,Hamburg,8235,28,2,Alternative,2205
R1729,Singapore,Dubai,3235,14,0,Direct,1355
R1730,Dubai,Singapore,3236,15,1,Recommended,1406
R1731,Shanghai,Tokyo,1136,9,0,Direct,756
R1732,Tokyo,Shanghai,1137,10,1,Recommended,807
R1733,Rotterdam,Sydney,11537,38,1,Standard,2957
R1734,Sydney,Rotterdam,11538,39,2,Alternative,2898
R1735,New York,Tokyo,8538,29,1,Standard,2348
R1736,Tokyo,New York,8539,30,2,Alternative,2499
R1737,Shanghai,Chennai,2839,13,0,Direct,1099
R1738,Chennai,Shanghai,2840,14,1,Recommended,1150
R1739,Rotterdam,New York,3440,14,0,Direct,1300
R1740,New York,Rotterdam,3441,15,1,Recommended,1351
R1741,Dubai,Sydney,6541,22,0,Direct,2351
R1742,Sydney,Dubai,6542,23,0,Direct,2402
R1743,Shanghai,New York,8642,29,1,Standard,2452
R1744,New York,Shanghai,8643,30,2,Alternative,2603
R1745,Chennai,Los Angeles,8243,27,1,Standard,2153
R1746,Los Angeles,Chennai,8244,28,1,Standard,2204
R1747,Rotterdam,Singapore,8244,27,1,Standard,2204
R1748,Singapore,Rotterdam,8245,28,2,Standard,2255
R1749,Tokyo,Los Angeles,4845,16,0,Direct,1855
R1750,Los Angeles,Tokyo,4846,17,0,Direct,1806
R1751,Chennai,Rotterdam,8682,30,1,Recommended,1552
R1752,Tokyo,Sydney,4892,19,0,Direct,1562
R1753,Sydney,Los Angeles,6532,24,0,Direct,2252
R1754,Hamburg,New York,3532,16,0,Direct,1352
R1755,Dubai,Shanghai,5132,21,1,Recommended,1752
R1756,Singapore,Los Angeles,7632,25,0,Direct,2452
R1757,Shanghai,Sydney,4332,18,1,Recommended,1552
R1758,Chennai,Singapore,1632,11,0,Direct,852
R1759,Hamburg,Tokyo,11232,37,2,Alternative,3152
R1760,Los Angeles,Rotterdam,7832,28,2,Alternative,2152
R1761,Rotterdam,Chennai,8683,31,1,Recommended,1563
R1762,Sydney,Tokyo,4893,20,0,Direct,1573
R1763,Los Angeles,Sydney,6533,25,0,Direct,2263
R1764,New York,Hamburg,3533,17,0,Direct,1363
R1765,Shanghai,Dubai,5133,22,1,Recommended,1763
R1766,Los Angeles,Singapore,7633,26,0,Direct,2463
R1767,Sydney,Shanghai,4333,19,1,Recommended,1563
R1768,Singapore,Chennai,1633,12,0,Direct,863
R1769,Tokyo,Hamburg,11233,38,2,Alternative,3163
R1770,Rotterdam,Los Angeles,7833,29,2,Alternative,2163
R1771,Chennai,New York,7534,26,1,Standard,1954
R1772,New York,Singapore,8334,29,1,Standard,2354
R1773,Dubai,Tokyo,4334,19,0,Direct,1554
R1774,Tokyo,Dubai,4335,20,1,Recommended,1655
R1775,Sydney,Chennai,4935,21,1,Recommended,1705
R1776,Chennai,Sydney,4936,22,2,Alternative,1656
R1777,Hamburg,Los Angeles,8236,28,1,Standard,2256
R1778,Los Angeles,Hamburg,8237,29,2,Alternative,2207
R1779,Singapore,Dubai,3237,15,0,Direct,1357
R1780,Dubai,Singapore,3238,16,1,Recommended,1408
R1781,Shanghai,Tokyo,1138,10,0,Direct,758
R1782,Tokyo,Shanghai,1139,11,1,Recommended,809
R1783,Rotterdam,Sydney,11539,39,1,Standard,2959
R1784,Sydney,Rotterdam,11540,40,2,Alternative,2900
R1785,New York,Tokyo,8540,30,1,Standard,2350
R1786,Tokyo,New York,8541,31,2,Alternative,2501
R1787,Shanghai,Chennai,2841,14,0,Direct,1101
R1788,Chennai,Shanghai,2842,15,1,Recommended,1152
R1789,Rotterdam,New York,3442,15,0,Direct,1302
R1790,New York,Rotterdam,3443,16,1,Recommended,1353
R1791,Dubai,Sydney,6543,23,0,Direct,2353
R1792,Sydney,Dubai,6544,24,0,Direct,2404
R1793,Shanghai,New York,8644,30,1,Standard,2454
R1794,New York,Shanghai,8645,31,2,Alternative,2605
R1795,Chennai,Los Angeles,8245,28,1,Standard,2155
R1796,Los Angeles,Chennai,8246,29,1,Standard,2206
R1797,Rotterdam,Singapore,8246,28,1,Standard,2206
R1798,Singapore,Rotterdam,8247,29,2,Standard,2257
R1799,Tokyo,Los Angeles,4847,17,0,Direct,1857
R1800,Los Angeles,Tokyo,4848,18,0,Direct,1808
R1801,Chennai,Rotterdam,8684,31,1,Recommended,1554
R1802,Tokyo,Sydney,4894,20,0,Direct,1564
R1803,Sydney,Los Angeles,6534,25,0,Direct,2254
R1804,Hamburg,New York,3534,17,0,Direct,1354
R1805,Dubai,Shanghai,5134,22,1,Recommended,1754
R1806,Singapore,Los Angeles,7634,26,0,Direct,2454
R1807,Shanghai,Sydney,4334,19,1,Recommended,1554
R1808,Chennai,Singapore,1634,12,0,Direct,854
R1809,Hamburg,Tokyo,11234,38,2,Alternative,3154
R1810,Los Angeles,Rotterdam,7834,29,2,Alternative,2154
R1811,Rotterdam,Chennai,8685,32,1,Recommended,1565
R1812,Sydney,Tokyo,4895,21,0,Direct,1575
R1813,Los Angeles,Sydney,6535,26,0,Direct,2265
R1814,New York,Hamburg,3535,18,0,Direct,1365
R1815,Shanghai,Dubai,5135,23,1,Recommended,1765
R1816,Los Angeles,Singapore,7635,27,0,Direct,2465
R1817,Sydney,Shanghai,4335,20,1,Recommended,1565
R1818,Singapore,Chennai,1635,13,0,Direct,865
R1819,Tokyo,Hamburg,11235,39,2,Alternative,3165
R1820,Rotterdam,Los Angeles,7835,30,2,Alternative,2165
R1821,Chennai,New York,7536,27,1,Standard,1956
R1822,New York,Singapore,8336,30,1,Standard,2356
R1823,Dubai,Tokyo,4336,20,0,Direct,1556
R1824,Tokyo,Dubai,4337,21,1,Recommended,1657
R1825,Sydney,Chennai,4937,22,1,Recommended,1707
R1826,Chennai,Sydney,4938,23,2,Alternative,1658
R1827,Hamburg,Los Angeles,8238,29,1,Standard,2258
R1828,Los Angeles,Hamburg,8239,30,2,Alternative,2209
R1829,Singapore,Dubai,3239,16,0,Direct,1359
R1830,Dubai,Singapore,3240,17,1,Recommended,1410
R1831,Shanghai,Tokyo,1140,11,0,Direct,760
R1832,Tokyo,Shanghai,1141,12,1,Recommended,811
R1833,Rotterdam,Sydney,11541,40,1,Standard,2961
R1834,Sydney,Rotterdam,11542,41,2,Alternative,2902
R1835,New York,Tokyo,8542,31,1,Standard,2352
R1836,Tokyo,New York,8543,32,2,Alternative,2503
R1837,Shanghai,Chennai,2843,15,0,Direct,1103
R1838,Chennai,Shanghai,2844,16,1,Recommended,1154
R1839,Rotterdam,New York,3444,16,0,Direct,1304
R1840,New York,Rotterdam,3445,17,1,Recommended,1355
R1841,Dubai,Sydney,6545,24,0,Direct,2355
R1842,Sydney,Dubai,6546,25,0,Direct,2406
R1843,Shanghai,New York,8646,31,1,Standard,2456
R1844,New York,Shanghai,8647,32,2,Alternative,2607
R1845,Chennai,Los Angeles,8247,29,1,Standard,2157
R1846,Los Angeles,Chennai,8248,30,1,Standard,2208
R1847,Rotterdam,Singapore,8248,29,1,Standard,2208
R1848,Singapore,Rotterdam,8249,30,2,Standard,2259
R1849,Tokyo,Los Angeles,4849,18,0,Direct,1859
R1850,Los Angeles,Tokyo,4850,19,0,Direct,1810
R1851,Chennai,Rotterdam,8686,32,1,Recommended,1556
R1852,Tokyo,Sydney,4896,21,0,Direct,1566
R1853,Sydney,Los Angeles,6536,26,0,Direct,2256
R1854,Hamburg,New York,3536,18,0,Direct,1356
R1855,Dubai,Shanghai,5136,23,1,Recommended,1756
R1856,Singapore,Los Angeles,7636,27,0,Direct,2456
R1857,Shanghai,Sydney,4336,20,1,Recommended,1556
R1858,Chennai,Singapore,1636,13,0,Direct,856
R1859,Hamburg,Tokyo,11236,39,2,Alternative,3156
R1860,Los Angeles,Rotterdam,7836,30,2,Alternative,2156
R1861,Rotterdam,Chennai,8687,33,1,Recommended,1567
R1862,Sydney,Tokyo,4897,22,0,Direct,1577
R1863,Los Angeles,Sydney,6537,27,0,Direct,2267
R1864,New York,Hamburg,3537,19,0,Direct,1367
R1865,Shanghai,Dubai,5137,24,1,Recommended,1767
R1866,Los Angeles,Singapore,7637,28,0,Direct,2467
R1867,Sydney,Shanghai,4337,21,1,Recommended,1567
R1868,Singapore,Chennai,1637,14,0,Direct,867
R1869,Tokyo,Hamburg,11237,40,2,Alternative,3167
R1870,Rotterdam,Los Angeles,7837,31,2,Alternative,2167
R1871,Chennai,New York,7538,28,1,Standard,1958
R1872,New York,Singapore,8338,31,1,Standard,2358
R1873,Dubai,Tokyo,4338,21,0,Direct,1558
R1874,Tokyo,Dubai,4339,22,1,Recommended,1659
R1875,Sydney,Chennai,4939,23,1,Recommended,1709
R1876,Chennai,Sydney,4940,24,2,Alternative,1660
R1877,Hamburg,Los Angeles,8240,30,1,Standard,2260
R1878,Los Angeles,Hamburg,8241,31,2,Alternative,2211
R1879,Singapore,Dubai,3241,17,0,Direct,1361
R1880,Dubai,Singapore,3242,18,1,Recommended,1412
R1881,Shanghai,Tokyo,1142,12,0,Direct,762
R1882,Tokyo,Shanghai,1143,13,1,Recommended,813
R1883,Rotterdam,Sydney,11543,41,1,Standard,2963
R1884,Sydney,Rotterdam,11544,42,2,Alternative,2904
R1885,New York,Tokyo,8544,32,1,Standard,2354
R1886,Tokyo,New York,8545,33,2,Alternative,2505
R1887,Shanghai,Chennai,2845,16,0,Direct,1105
R1888,Chennai,Shanghai,2846,17,1,Recommended,1156
R1889,Rotterdam,New York,3446,17,0,Direct,1306
R1890,New York,Rotterdam,3447,18,1,Recommended,1357
R1891,Dubai,Sydney,6547,25,0,Direct,2357
R1892,Sydney,Dubai,6548,26,0,Direct,2408
R1893,Shanghai,New York,8648,32,1,Standard,2458
R1894,New York,Shanghai,8649,33,2,Alternative,2609
R1895,Chennai,Los Angeles,8249,30,1,Standard,2159
R1896,Los Angeles,Chennai,8250,31,1,Standard,2210
R1897,Rotterdam,Singapore,8250,30,1,Standard,2210
R1898,Singapore,Rotterdam,8251,31,2,Standard,2261
R1899,Tokyo,Los Angeles,4851,19,0,Direct,1861
R1900,Los Angeles,Tokyo,4852,20,0,Direct,1812
R1901,Chennai,Rotterdam,8688,33,1,Recommended,1558
R1902,Tokyo,Sydney,4898,22,0,Direct,1568
R1903,Sydney,Los Angeles,6538,27,0,Direct,2258
R1904,Hamburg,New York,3538,19,0,Direct,1358
R1905,Dubai,Shanghai,5138,24,1,Recommended,1758
R1906,Singapore,Los Angeles,7638,28,0,Direct,2458
R1907,Shanghai,Sydney,4338,21,1,Recommended,1558
R1908,Chennai,Singapore,1638,14,0,Direct,858
R1909,Hamburg,Tokyo,11238,40,2,Alternative,3158
R1910,Los Angeles,Rotterdam,7838,31,2,Alternative,2158
R1911,Rotterdam,Chennai,8689,34,1,Recommended,1569
R1912,Sydney,Tokyo,4899,23,0,Direct,1579
R1913,Los Angeles,Sydney,6539,28,0,Direct,2269
R1914,New York,Hamburg,3539,20,0,Direct,1369
R1915,Shanghai,Dubai,5139,25,1,Recommended,1769
R1916,Los Angeles,Singapore,7639,29,0,Direct,2469
R1917,Sydney,Shanghai,4339,22,1,Recommended,1569
R1918,Singapore,Chennai,1639,15,0,Direct,869
R1919,Tokyo,Hamburg,11239,41,2,Alternative,3169
R1920,Rotterdam,Los Angeles,7839,32,2,Alternative,2169
R1921,Chennai,New York,7540,29,1,Standard,1960
R1922,New York,Singapore,8340,32,1,Standard,2360
R1923,Dubai,Tokyo,4340,22,0,Direct,1560
R1924,Tokyo,Dubai,4341,23,1,Recommended,1661
R1925,Sydney,Chennai,4941,24,1,Recommended,1711
R1926,Chennai,Sydney,4942,25,2,Alternative,1662
R1927,Hamburg,Los Angeles,8242,31,1,Standard,2262
R1928,Los Angeles,Hamburg,8243,32,2,Alternative,2213
R1929,Singapore,Dubai,3243,18,0,Direct,1363
R1930,Dubai,Singapore,3244,19,1,Recommended,1414
R1931,Shanghai,Tokyo,1144,13,0,Direct,764
R1932,Tokyo,Shanghai,1145,14,1,Recommended,815
